pid,batRI,bowlRI,clusterRI
14336.0,-0.26,1.0768848475644481,0
10242.0,-0.36989524465885604,1.7907462686567162,0
14338.0,-0.13,-5.054994351652375e-19,0
14339.0,-0.13,-0.10927521925661565,0
8198.0,0.21978658698750825,1.625250817049644,0
10247.0,-0.16159782027458475,0.3727906107969149,0
8200.0,-0.009515608109926854,-0.008573310601363916,0
10249.0,-0.37912470268186016,1.9536254335215146,0
10250.0,0.07602688625749494,0.18151706342137947,0
10251.0,-0.4906487291290014,1.160441932542195,0
8204.0,0.11204198456930838,1.4452499394764624,0
8205.0,0.09524619143276662,2.319869006679431e-19,4
10254.0,0.00020048519054314816,0.24734926202313112,0
10252.0,-0.24029924258500887,1.5851647793817052,0
10256.0,-0.13895025814445094,5.063752008950201e-19,0
10253.0,0.07477809194417188,-0.01774619858150115,0
10258.0,0.11473800936521027,0.1243907052379322,2
12305.0,-0.04975225724715426,1.8851267129512064,0
10260.0,-0.24830436978911297,2.6218128090844783,0
12306.0,-0.42792886744534353,0.6999662981974812,0
10262.0,-0.04563756248005953,0.6523372132831221,0
12309.0,-0.1991590716554984,0.6352847462547768,0
12312.0,-0.05458198147382528,1.6592850446697074,0
8209.0,-0.0028601198228705507,0.3184392436453813,0
14354.0,-0.47517877194019265,1.6995771159456128,0
10267.0,-0.2579215519524192,1.670970384121198,0
12316.0,-0.27409790665812467,0.19036378326559655,0
10261.0,-0.20802612138762486,-1.010998870330475e-18,0
10270.0,-0.27571734932695,1.1535433332022464,0
10264.0,-0.1395804030494652,-2.02199774066095e-18,0
12322.0,-0.440241825288379,2.2156359546113076,0
10275.0,-0.13326112951549712,0.6925625157636786,0
10276.0,0.11566306908259273,3.7469311575121227e-19,4
10277.0,-0.15887495202101812,0.748213065000207,0
12323.0,-0.2504655375131082,0.5829671102952425,0
12328.0,0.005710222355108774,0.2731547671338721,0
12329.0,-0.043649921019623276,0.5264952867000359,0
12330.0,-0.13733674409736568,1.0975532009083084e-18,0
12331.0,-0.2898881438876354,0.36864638393218696,1
12332.0,-0.14686769961685453,1.231550567155709,0
10285.0,-0.17531566735869777,1.603864063593684,0
14383.0,-0.12527510194432953,0.35135274687725426,0
12337.0,-0.22692571361030675,0.34322319166108395,0
12338.0,-0.1408192189138517,0.2692403243077865,0
10290.0,-0.22220081555463628,1.0736717415239758,0
14385.0,-0.09705632054843095,0.42524156194236684,0
10293.0,0.039687946868346646,0.0,4
10294.0,-0.1968980719420908,-0.020489103610615435,0
12340.0,-0.5507771408309202,2.9358580432058923,0
12344.0,-0.10358709676025638,2.6279453905917944,0
10297.0,-0.12382726891984536,0.053447386746853176,0
10298.0,-0.1996857339765679,4.639738013358862e-19,0
12346.0,-0.2519580978635424,0.5997014925373134,0
12345.0,-0.31199474816077943,2.6920690763292727,0
10301.0,0.004363782941695036,-0.04000878280636495,0
8257.0,-0.2605723950849436,0.31135557585622214,1
8258.0,-0.01683476770888844,4.639738013358862e-19,0
2115.0,0.03153843528498377,1.4383776729339206,0
8260.0,-0.4778187812400297,1.7198000684697023,0
69.0,0.06989330963516244,0.5018346995439507,0
8261.0,-0.3091842684260989,3.630560597392349,0
8259.0,-0.05044867764090004,0.17338892788606203,0
10311.0,-0.40290114659399673,1.2217898110113712,0
73.0,-0.39052294558545897,1.8389571811007415,0
74.0,0.19802973370221166,-6.36465970053908e-19,4
75.0,-0.2343703813053849,2.257396783180899,0
70.0,0.05044742444945823,2.1951064018166167e-18,4
10317.0,-0.31093959374667657,1.8250512388105031,0
8270.0,-0.14006000797527318,1.825687719328866,0
8271.0,0.05182649793731908,-7.69566156258179e-19,4
10319.0,-0.1771094727779846,1.0795167207312046,0
8269.0,-0.065,0.5619039997911883,0
10313.0,-0.193258762591757,0.0,0
10323.0,-0.39505742694110635,0.9045492285959571,0
8273.0,-0.06166500847961771,7.405583982395278e-19,0
10322.0,-0.03345074853019724,-0.005174129353233832,0
12365.0,-0.26,-0.30268656716417913,0
8279.0,-0.044366029421012046,-1.010998870330475e-18,0
8280.0,0.20205496439231255,-1.010998870330475e-18,4
8281.0,-0.12994387385769862,2.7061358754318117,0
10329.0,-0.04928336510392898,-1.010998870330475e-18,0
10330.0,-0.2864056690711494,0.0,0
8284.0,0.030491356031817095,-7.549368074556958e-19,4
8285.0,0.03972600494435002,1.019140739586043,0
10332.0,-0.16104311991117695,-1.0968701963907905e-18,0
10334.0,-0.1001823021415307,1.3261449495574842,0
96.0,-0.26,3.1185852423682796,0
10336.0,-0.282303287454075,2.9283955687527988e-21,0
10335.0,-0.030587091679787518,0.5317125798630363,0
8292.0,-0.07040960945692584,0.7220724019442796,0
14438.0,-0.20585958276697602,-0.022765670678461598,0
14440.0,-0.26,-0.44620714529784733,0
8298.0,0.1290040399852811,0.6997383383892042,0
10354.0,-0.15663292489446534,0.884941333027316,0
10356.0,-0.05223248364222245,0.15786842387923747,0
10357.0,-0.1132455626866552,0.9095411929831921,0
8311.0,-0.32907157290226524,1.4342891064089789,0
10360.0,-0.13715447531379893,-3.3699962344349174e-19,0
10363.0,-0.08236790214504305,0.8257991879317358,0
10364.0,-0.011543058336956036,0.15475334346404043,0
10365.0,0.07625494947107142,-0.022765670678461598,0
