series_played,pid,batAGR,batRI,bowlAGR,bowlRI
1,14336.0,-55.027642276422775,-0.2,439.2422764227642,1.5384069250920689
1,10242.0,-91.99197860962566,-0.2845348035837354,857.0,2.5582089552238805
1,14338.0,-27.513821138211387,-0.1,-1.1102230246251563e-16,-3.88845719357875e-19
1,14339.0,-27.513821138211387,-0.1,-24.0,-0.08405786096662743
5,8198.0,86.57874751110829,0.3139808385535832,682.389565121314,2.3217868814994915
3,10247.0,-35.48578852980949,-0.12430601559583442,168.79868485085876,0.5325580154241641
3,8200.0,-1.946041366019467,-0.007319698546097579,-1.9999999999999998,-0.006594854308741474
2,10249.0,-83.25131807451929,-0.29163438667835395,836.8301046006102,2.7908934764593067
3,10250.0,30.20807519162446,0.10860983751070709,73.29289428076258,0.2593100906019707
1,10251.0,-104.6873156342183,-0.3774220993300011,476.1414362910172,1.6577741893459932
5,8204.0,46.7193239918857,0.16005997795615484,606.9434262010973,2.0646427706806607
4,8205.0,38.338078112343354,0.13606598776109521,1.1102230246251565e-16,3.314098580970616e-19
4,10254.0,1.7652144406118104,0.00028640741506164025,101.09256069035158,0.35335608860447304
4,10252.0,-52.555203722265595,-0.18484557121923756,670.2193844885725,2.264521113402436
4,10256.0,-30.054716265382325,-0.10688481395726997,2.220446049250313e-16,7.233931441357432e-19
4,10253.0,30.016813533051195,0.10682584563453128,-4.000000000000001,-0.013650921985770115
4,10258.0,45.86634854185668,0.16391144195030038,51.03880460738867,0.1777010074827603
4,12305.0,-11.613728300824294,-0.03827096711319559,815.3817186770808,2.6930381613588663
5,10260.0,-55.23940979546747,-0.19100336137624074,1132.186617294202,3.7454468701206842
2,12306.0,-100.80239353513011,-0.3291760518810335,326.4600470035253,0.9999518545678304
1,10262.0,-9.737463126843656,-0.035105817292353486,267.6607669616519,0.9319103046901746
2,12309.0,-48.48792968741817,-0.15319928588884493,304.5,0.9075496375068242
2,12312.0,-12.124955227257024,-0.041986139595250216,788.0631190196408,2.370407206671011
1,8209.0,-0.6451233842538215,-0.002200092171438885,137.9600470035253,0.4549132052076876
1,14354.0,-100.5691056910569,-0.36552213226168667,693.2274356467905,2.4279673084937325
3,10267.0,-55.284257499553256,-0.19840119380955326,697.6679076718557,2.3871005487445687
2,12316.0,-60.67276566067659,-0.21084454358317278,82.47286416851631,0.2719482618079951
1,10261.0,-44.027642276422775,-0.16002009337509604,-2.220446049250313e-16,-7.7769143871575e-19
2,10270.0,-65.81855099693973,-0.2120902687130385,546.9800235017626,1.6479190474317809
1,10264.0,-29.541463414634148,-0.10736954080728092,-4.440892098500626e-16,-1.5553828774315e-18
1,12322.0,-92.3474870017331,-0.3386475579141377,896.4850356086978,3.165194220873297
3,10275.0,-29.379717245860586,-0.10250856116576702,283.60725450968806,0.9893750225195409
5,10276.0,51.44316258605225,0.16523295583227537,1.7763568394002506e-16,5.352758796445891e-19
2,10277.0,-33.48188678087759,-0.12221150155462933,303.2144657812793,1.068875807143153
1,12323.0,-52.53899480069325,-0.1926657980870063,235.8786828422877,0.8328101575646323
2,12328.0,2.24542575449256,0.008157460507298249,119.46004700352526,0.3902210959055316
4,12329.0,-10.280384174984677,-0.033576862322787136,225.07652646397563,0.752136123857194
1,12330.0,-28.808492201039858,-0.1056436493056659,4.440892098500626e-16,1.5679331441547262e-18
1,12331.0,-60.80849220103986,-0.2229908799135657,149.16077072076666,0.5266376913316957
3,12332.0,-33.057434758871054,-0.11297515355142657,514.8120945148298,1.7593579530795844
3,10285.0,-37.55356779982233,-0.13485820566053677,665.1843754235422,2.291234376562406
1,14383.0,-26.513821138211387,-0.09636546303409964,143.31056910569106,0.5019324955389347
1,12337.0,-48.027642276422775,-0.1745582412386975,139.9946673660285,0.4903188452301199
1,12338.0,-29.538994800693235,-0.10832247608757824,108.93934142114388,0.3846290347254093
1,10290.0,-47.027642276422775,-0.17092370427279713,437.93170731707323,1.5338167736056798
1,14385.0,-20.541463414634148,-0.07465870811417766,173.44850948509486,0.6074879456319526
1,10293.0,15.461005199306767,0.056697066954780925,0.0,0.0
2,10294.0,-43.90203395335951,-0.15146005534006984,-4.500000000000001,-0.015760848931242643
1,12340.0,-116.56910569105692,-0.4236747237160925,1197.4845528455285,4.19408291886556
3,12344.0,-25.57448467345542,-0.07968238212327414,1135.9549392152342,3.7542077008454213
4,10297.0,-27.67216762070152,-0.09525174532295796,21.625746915336666,0.07635340963836168
1,10298.0,-49.66131907308378,-0.15360441075120607,2.220446049250313e-16,6.628197161941232e-19
1,12346.0,-62.661319073083774,-0.19381392143349413,287.0,0.8567164179104477
2,12345.0,-68.41585509157089,-0.2399959601236765,1134.069351884129,3.8458129661846754
3,10301.0,2.390962003338018,0.006233975630992909,-9.333333333333334,-0.03077598677412688
4,8257.0,-57.42844672867592,-0.2004403039114951,127.41643039116974,0.4447936797946031
2,8258.0,-5.200313873777,-0.012949821314529573,2.220446049250313e-16,6.628197161941232e-19
4,2115.0,13.473459022559634,0.04505490754997682,593.6226921683393,2.0548252470484583
1,8260.0,-101.94985250737464,-0.3675529086461767,705.6519174041299,2.4568572406710034
5,69.0,28.05164956909862,0.0998475851930892,217.7832252636111,0.7169067136342153
5,8261.0,-68.2560307116575,-0.2378340526354607,1521.645702548251,5.186515139131927
4,8259.0,-11.557155466694216,-0.03880667510838465,69.24610051993066,0.24769846840866003
4,10311.0,-90.30808448267396,-0.30992395891845903,549.0616879155518,1.7454140157305305
3,73.0,-85.34010676044606,-0.30040226583496843,767.7386825750449,2.6270816872867737
5,74.0,77.00546730333795,0.2828996195745881,-1.3322676295501878e-16,-4.895892077337754e-19
2,75.0,-49.51044079078541,-0.18028490869644992,916.8878033567992,3.2248525474012855
1,70.0,19.65251299826691,0.07206774921351176,8.881784197001252e-16,3.1358662883094524e-18
2,10317.0,-66.34365781710915,-0.2391843028820589,748.9893729672491,2.6072160554435757
