series_code,match_code,team,pid,name,notout,runs,ballfaced,fours,sixes,overs,maiden_overs,runs_given,wickets_taken
2902,23525,Tamil Nadu,8796,Murugan Ashwin,1,0,0,0,0,10.0,0,61,2
2902,23525,Tamil Nadu,8797,M Mohammed,0,1,2,0,0,8.3,2,32,1
2902,23525,Tamil Nadu,10225,T Natarajan,1,0,0,0,0,8.0,0,33,2
2902,23525,Tamil Nadu,10226,Shahrukh Khan,0,69,45,4,5,0.0,0,0,0
2902,23525,Tamil Nadu,11623,Hari Nishanth,0,8,19,1,0,0.0,0,0,0
2902,23525,Tamil Nadu,11658,Krishnamoorthy Vignesh,1,0,0,0,0,7.0,0,26,2
2902,23525,Tamil Nadu,11675,N Jagadeesan,0,8,13,1,0,0.0,0,0,0
2902,23553,Tamil Nadu,145,Dinesh Karthik,1,0,0,0,0,0.0,0,0,0
2902,23553,Tamil Nadu,1597,Murali Vijay,0,117,131,14,0,0.0,0,0,0
2902,23553,Tamil Nadu,1720,Abhinav Mukund,0,21,39,3,0,0.0,0,0,0
2902,23553,Tamil Nadu,8198,Baba Aparajith,0,86,107,4,0,10.0,0,52,1
2902,23553,Tamil Nadu,8204,Vijay Shankar,0,9,11,1,0,2.0,0,6,0
2902,23553,Tamil Nadu,8796,Murugan Ashwin,1,0,0,0,0,8.0,0,46,1
2902,23553,Tamil Nadu,8797,M Mohammed,1,0,0,0,0,2.0,0,21,0
2902,23553,Tamil Nadu,10225,T Natarajan,1,0,0,0,0,10.0,0,45,2
2902,23553,Tamil Nadu,10226,Shahrukh Khan,1,0,0,0,0,0.0,0,0,0
2902,23553,Tamil Nadu,11595,Ravisrinivasan Sai Kishore,1,0,0,0,0,10.0,1,17,2
2902,23553,Tamil Nadu,11658,Krishnamoorthy Vignesh,1,0,0,0,0,8.0,0,46,1
2902,23575,Tamil Nadu,9038,Rahil Shah,1,0,0,0,0,8.0,0,30,2
2902,23589,Tamil Nadu,145,Dinesh Karthik,1,0,0,0,0,0.0,0,0,0
2902,23589,Tamil Nadu,1597,Murali Vijay,0,6,13,1,0,0.0,0,0,0
2902,23589,Tamil Nadu,1720,Abhinav Mukund,0,11,15,1,0,0.0,0,0,0
2902,23589,Tamil Nadu,8198,Baba Aparajith,0,111,124,7,1,10.0,1,30,4
2902,23589,Tamil Nadu,8204,Vijay Shankar,0,72,113,3,1,6.0,0,32,0
2902,23589,Tamil Nadu,8796,Murugan Ashwin,1,0,0,0,0,10.0,1,39,2
2902,23589,Tamil Nadu,8797,M Mohammed,1,0,0,0,0,6.0,0,24,1
2902,23589,Tamil Nadu,10225,T Natarajan,1,0,0,0,0,10.0,0,32,1
2902,23589,Tamil Nadu,10226,Shahrukh Khan,1,0,0,0,0,0.0,0,0,0
2902,23589,Tamil Nadu,10945,Washington Sundar,1,0,0,0,0,0.0,0,0,0
2902,23589,Tamil Nadu,11658,Krishnamoorthy Vignesh,1,0,0,0,0,8.0,1,40,0
2902,23605,Tamil Nadu,9038,Rahil Shah,0,7,14,0,0,8.0,1,19,2
2902,23606,Tamil Nadu,145,Dinesh Karthik,0,65,28,8,3,0.0,0,0,0
2902,23606,Tamil Nadu,1597,Murali Vijay,0,24,20,4,0,0.0,0,0,0
2902,23606,Tamil Nadu,1720,Abhinav Mukund,0,147,139,17,2,0.0,0,0,0
2902,23606,Tamil Nadu,8198,Baba Aparajith,0,6,11,1,0,0.4,0,0,2
2902,23606,Tamil Nadu,8204,Vijay Shankar,0,90,93,7,2,6.0,0,37,1
2902,23606,Tamil Nadu,8796,Murugan Ashwin,1,0,0,0,0,4.0,0,13,3
2902,23606,Tamil Nadu,8797,M Mohammed,1,0,0,0,0,4.0,0,17,0
2902,23606,Tamil Nadu,10226,Shahrukh Khan,1,0,0,0,0,0.0,0,0,0
2902,23606,Tamil Nadu,10945,Washington Sundar,0,17,10,0,1,0.0,0,0,0
2902,23606,Tamil Nadu,11028,Abhishek Tanwar,1,0,0,0,0,6.0,0,39,2
2902,23606,Tamil Nadu,11595,Ravisrinivasan Sai Kishore,1,0,0,0,0,8.0,0,42,2
2902,23616,Tamil Nadu,9038,Rahil Shah,0,0,0,0,0,0.0,0,0,0
2902,23634,Tamil Nadu,145,Dinesh Karthik,0,0,1,0,0,0.0,0,0,0
2902,23634,Tamil Nadu,1597,Murali Vijay,0,94,106,8,2,0.0,0,0,0
2902,23634,Tamil Nadu,1720,Abhinav Mukund,0,79,68,13,0,0.0,0,0,0
2902,23634,Tamil Nadu,8198,Baba Aparajith,0,25,22,1,2,10.0,1,43,1
2902,23634,Tamil Nadu,8204,Vijay Shankar,0,23,28,0,1,5.0,0,24,1
2902,23634,Tamil Nadu,8796,Murugan Ashwin,0,2,4,0,0,8.2,0,35,2
2902,23634,Tamil Nadu,8797,M Mohammed,0,1,2,0,0,5.0,0,20,3
2902,23634,Tamil Nadu,10225,T Natarajan,0,0,1,0,0,9.0,0,39,1
2902,23634,Tamil Nadu,10226,Shahrukh Khan,0,1,3,0,0,0.0,0,0,0
2902,23634,Tamil Nadu,10945,Washington Sundar,0,42,65,2,0,0.0,0,0,0
2902,23634,Tamil Nadu,11595,Ravisrinivasan Sai Kishore,0,1,1,0,0,5.0,0,26,1
2902,23708,Tamil Nadu,9038,Rahil Shah,1,0,0,0,0,10.0,0,42,2
2902,23713,Tamil Nadu,145,Dinesh Karthik,0,11,23,1,0,0.0,0,0,0
2902,23713,Tamil Nadu,1597,Murali Vijay,0,22,25,3,0,0.0,0,0,0
2902,23713,Tamil Nadu,1720,Abhinav Mukund,0,17,30,2,0,0.0,0,0,0
2902,23713,Tamil Nadu,8198,Baba Aparajith,0,56,76,2,2,0.0,0,0,0
2902,23713,Tamil Nadu,8204,Vijay Shankar,0,13,21,1,0,0.0,0,0,0
2902,23713,Tamil Nadu,8796,Murugan Ashwin,0,5,9,0,0,0.0,0,0,0
2902,23713,Tamil Nadu,10225,T Natarajan,1,0,0,0,0,2.0,0,3,0
2902,23713,Tamil Nadu,10226,Shahrukh Khan,0,9,13,1,0,0.0,0,0,0
2902,23713,Tamil Nadu,10945,Washington Sundar,0,35,39,3,0,3.0,0,9,0
2902,23713,Tamil Nadu,11595,Ravisrinivasan Sai Kishore,1,0,0,0,0,4.2,0,17,1
2902,23713,Tamil Nadu,11658,Krishnamoorthy Vignesh,1,0,0,0,0,3.0,0,23,1
2902,23717,Tamil Nadu,145,Dinesh Karthik,0,11,18,1,0,0.0,0,0,0
2902,23717,Tamil Nadu,1593,Ravichandran Ashwin,0,8,13,0,0,2.0,0,11,0
2902,23717,Tamil Nadu,1597,Murali Vijay,0,0,2,0,0,0.0,0,0,0
2902,23717,Tamil Nadu,1720,Abhinav Mukund,0,85,110,9,0,0.0,0,0,0
2902,23717,Tamil Nadu,8198,Baba Aparajith,0,66,84,7,0,0.0,0,0,0
2902,23717,Tamil Nadu,8204,Vijay Shankar,0,38,35,2,1,2.0,0,8,0
2902,23717,Tamil Nadu,8796,Murugan Ashwin,0,0,1,0,0,6.0,0,34,0
2902,23717,Tamil Nadu,8797,M Mohammed,0,10,9,1,0,4.0,0,22,0
2902,23717,Tamil Nadu,10225,T Natarajan,0,0,0,0,0,3.0,0,17,0
2902,23717,Tamil Nadu,10226,Shahrukh Khan,0,27,23,0,1,0.0,0,0,0
2902,23717,Tamil Nadu,10945,Washington Sundar,0,2,4,0,0,6.0,0,51,1
2364,15140,Services,1832,Yashpal Singh,0,75,95,6,1,0.0,0,0,0
2364,15140,Services,8786,Shadab Nazar,0,3,4,0,0,7.0,0,33,1
2364,15140,Services,8787,Rajat Paliwal,0,0,2,0,0,3.0,0,10,2
2364,15140,Services,8789,Nakul Harpal Verma,0,68,90,7,0,0.0,0,0,0
2364,15140,Services,8794,Soumya Swain,0,6,6,0,0,0.0,0,0,0
2364,15140,Services,8795,Suraj Yadav,0,44,30,6,1,7.0,1,31,2
2364,15140,Services,9633,Rahul Kanojia,1,0,0,0,0,8.0,2,16,1
2364,15140,Services,10368,Azaruddin Bloch,0,1,4,0,0,8.0,1,38,1
2364,15140,Services,10665,Diwesh Pathania,1,0,0,0,0,8.3,0,39,2
2364,15140,Services,10669,Sufiyan Alam,0,11,40,0,0,0.0,0,0,0
2364,15140,Services,10905,Mumtaz Qadir,0,14,29,1,0,0.0,0,0,0
2364,15163,Services,1832,Yashpal Singh,0,9,9,1,0,0.0,0,0,0
2364,15163,Services,8786,Shadab Nazar,1,0,0,0,0,10.0,0,62,1
2364,15163,Services,8787,Rajat Paliwal,0,64,71,4,1,2.0,0,12,0
2364,15163,Services,8789,Nakul Harpal Verma,0,13,26,0,0,0.0,0,0,0
2364,15163,Services,8794,Soumya Swain,0,29,27,3,0,0.0,0,0,0
2364,15163,Services,8795,Suraj Yadav,0,7,9,1,0,10.0,2,25,1
2364,15163,Services,9302,Soumik Chatterjee,0,24,40,4,0,0.0,0,0,0
2364,15163,Services,9633,Rahul Kanojia,1,0,0,0,0,9.0,0,42,1
2364,15163,Services,10368,Azaruddin Bloch,1,0,0,0,0,10.0,0,34,3
2364,15163,Services,10665,Diwesh Pathania,1,0,0,0,0,9.0,1,46,1
2364,15163,Services,10905,Mumtaz Qadir,0,68,111,5,0,0.0,0,0,0
2364,15176,Services,1832,Yashpal Singh,0,56,84,3,0,0.0,0,0,0
2364,15176,Services,8786,Shadab Nazar,0,0,1,0,0,7.0,0,39,0
2364,15176,Services,8787,Rajat Paliwal,0,0,1,0,0,3.0,0,12,0
2364,15176,Services,8789,Nakul Harpal Verma,0,13,32,0,1,0.0,0,0,0
2364,15176,Services,8794,Soumya Swain,0,30,30,3,1,0.0,0,0,0
2364,15176,Services,8795,Suraj Yadav,0,3,8,0,0,9.0,0,41,0
2364,15176,Services,9302,Soumik Chatterjee,0,25,50,3,0,0.0,0,0,0
2364,15176,Services,9633,Rahul Kanojia,1,0,0,0,0,7.0,0,37,0
2364,15176,Services,10368,Azaruddin Bloch,0,2,8,0,0,4.0,0,22,0
2364,15176,Services,10665,Diwesh Pathania,0,12,7,2,0,9.4,0,41,3
2364,15176,Services,10905,Mumtaz Qadir,0,31,80,1,0,0.0,0,0,0
2364,15198,Services,1832,Yashpal Singh,0,8,9,0,0,0.0,0,0,0
2364,15198,Services,8787,Rajat Paliwal,0,52,37,6,1,8.0,0,30,0
2364,15198,Services,8789,Nakul Harpal Verma,0,30,33,3,1,0.0,0,0,0
2364,15198,Services,8794,Soumya Swain,0,18,14,3,0,0.0,0,0,0
2364,15198,Services,8795,Suraj Yadav,1,0,0,0,0,10.0,2,49,2
2364,15198,Services,9302,Soumik Chatterjee,0,73,91,9,0,0.0,0,0,0
2364,15198,Services,9633,Rahul Kanojia,1,0,0,0,0,6.0,0,38,0
2364,15198,Services,10368,Azaruddin Bloch,1,0,0,0,0,4.0,0,19,0
2364,15198,Services,10664,Amit Pachhara,0,75,88,2,2,2.0,0,18,0
2364,15198,Services,10665,Diwesh Pathania,1,0,0,0,0,10.0,1,54,5
2364,15198,Services,10906,Ritesh Negi,1,0,0,0,0,10.0,0,49,1
2364,15208,Services,1832,Yashpal Singh,0,2,5,0,0,6.0,0,43,1
2364,15208,Services,8354,Kamal Passi,1,0,0,0,0,10.0,0,66,2
2364,15208,Services,8787,Rajat Paliwal,0,11,8,1,0,0.0,0,0,0
2364,15208,Services,8789,Nakul Harpal Verma,0,113,125,9,1,0.0,0,0,0
2364,15208,Services,8791,Anshul Gupta,0,47,29,8,0,0.0,0,0,0
2364,15208,Services,8794,Soumya Swain,0,101,90,10,0,0.0,0,0,0
2364,15208,Services,8795,Suraj Yadav,0,8,4,0,1,6.0,0,50,0
2364,15208,Services,9633,Rahul Kanojia,1,0,0,0,0,10.0,0,48,0
2364,15208,Services,10664,Amit Pachhara,0,20,34,3,0,0.0,0,0,0
2364,15208,Services,10665,Diwesh Pathania,1,0,0,0,0,10.0,0,65,1
2364,15208,Services,10906,Ritesh Negi,0,4,5,0,0,7.0,0,51,3
2509,17176,Services,8787,Rajat Paliwal,0,13,26,0,0,0.0,0,0,0
2509,17184,Services,8785,Shakti Malviya,0,1,1,0,0,4.4,1,25,1
2509,17184,Services,8789,Nakul Harpal Verma,0,124,132,12,1,0.0,0,0,0
2509,17184,Services,8794,Soumya Swain,0,32,36,2,0,0.0,0,0,0
2509,17184,Services,8795,Suraj Yadav,0,19,11,2,1,9.0,0,47,4
2509,17184,Services,10664,Amit Pachhara,0,20,42,2,0,0.0,0,0,0
2509,17184,Services,10665,Diwesh Pathania,0,4,7,0,0,10.0,0,45,2
2509,17184,Services,10667,Poonam Poonia,0,11,10,1,0,6.0,1,34,1
2509,17184,Services,12660,Abhijit Salvi,0,14,33,2,0,0.0,0,0,0
2509,17184,Services,12662,Vipin Singh,1,0,0,0,0,10.0,0,59,2
2509,17188,Services,8787,Rajat Paliwal,0,32,50,2,0,3.0,0,13,0
2509,17201,Services,1832,Yashpal Singh,0,0,2,0,0,0.0,0,0,0
2509,17208,Services,8785,Shakti Malviya,0,1,1,0,0,10.0,0,59,1
2509,17208,Services,8789,Nakul Harpal Verma,0,48,55,4,1,0.0,0,0,0
2509,17208,Services,8794,Soumya Swain,0,12,13,1,0,0.0,0,0,0
2509,17208,Services,8795,Suraj Yadav,0,13,10,2,0,6.0,0,48,1
2509,17208,Services,10371,Gaurav Kochar,0,50,78,6,0,7.2,0,49,0
2509,17208,Services,10665,Diwesh Pathania,0,3,3,0,0,8.0,3,32,1
2509,17208,Services,10667,Poonam Poonia,0,0,0,0,0,10.0,0,50,0
2509,17208,Services,11760,Shinde,0,4,7,0,0,5.0,0,41,0
2509,17208,Services,12660,Abhijit Salvi,0,31,37,5,0,0.0,0,0,0
2509,17212,Services,8787,Rajat Paliwal,0,0,0,0,0,0.0,0,0,0
2509,17213,Services,1832,Yashpal Singh,0,47,72,5,0,0.0,0,0,0
2509,17219,Services,8785,Shakti Malviya,0,2,6,0,0,9.0,1,26,1
2509,17219,Services,8789,Nakul Harpal Verma,0,68,89,7,0,0.0,0,0,0
2509,17219,Services,8794,Soumya Swain,0,1,5,0,0,0.0,0,0,0
2509,17219,Services,8795,Suraj Yadav,0,0,1,0,0,9.0,1,40,1
2509,17219,Services,10371,Gaurav Kochar,0,29,51,4,0,1.0,0,10,0
2509,17219,Services,10665,Diwesh Pathania,0,26,29,1,1,9.0,1,28,2
2509,17219,Services,10667,Poonam Poonia,0,10,19,1,0,8.0,0,44,0
2509,17219,Services,12660,Abhijit Salvi,0,8,11,1,0,0.0,0,0,0
2509,17219,Services,12662,Vipin Singh,0,5,4,1,0,9.1,1,41,3
2509,17223,Services,8787,Rajat Paliwal,0,1,5,0,0,0.0,0,0,0
2509,17227,Services,1832,Yashpal Singh,0,115,117,14,3,0.0,0,0,0
2509,17236,Services,8787,Rajat Paliwal,0,32,55,0,0,0.0,0,0,0
2509,17238,Services,1832,Yashpal Singh,0,0,2,0,0,0.0,0,0,0
2509,17243,Services,8785,Shakti Malviya,0,0,4,0,0,10.0,0,66,1
2509,17243,Services,8789,Nakul Harpal Verma,0,5,10,1,0,0.0,0,0,0
2509,17243,Services,8794,Soumya Swain,0,92,104,13,0,0.0,0,0,0
2509,17243,Services,8795,Suraj Yadav,0,78,83,3,6,10.0,0,38,1
2509,17243,Services,10371,Gaurav Kochar,0,21,37,3,0,0.0,0,0,0
2509,17243,Services,10657,Hitesh Solanki,0,1,9,0,0,0.0,0,0,0
2509,17243,Services,10665,Diwesh Pathania,0,4,10,0,0,10.0,1,45,2
2509,17243,Services,11850,Sachidanand Pandey,0,7,8,1,0,10.0,1,40,1
2509,17243,Services,12662,Vipin Singh,0,0,2,0,0,10.0,0,54,2
2509,17248,Services,8787,Rajat Paliwal,0,4,11,0,0,0.0,0,0,0
2509,17257,Services,8785,Shakti Malviya,1,0,0,0,0,4.0,1,6,0
2509,17257,Services,8789,Nakul Harpal Verma,0,12,19,2,0,0.0,0,0,0
2509,17257,Services,8795,Suraj Yadav,1,0,0,0,0,8.0,1,36,3
2509,17257,Services,10371,Gaurav Kochar,0,24,37,3,0,0.0,0,0,0
2509,17257,Services,10657,Hitesh Solanki,0,6,23,0,0,0.0,0,0,0
2509,17257,Services,10664,Amit Pachhara,0,11,15,2,0,0.0,0,0,0
2509,17257,Services,10665,Diwesh Pathania,0,4,1,1,0,9.5,2,21,4
2509,17257,Services,11850,Sachidanand Pandey,1,0,0,0,0,7.0,0,22,3
2509,17257,Services,12662,Vipin Singh,1,0,0,0,0,0.0,0,0,0
2664,19778,Services,1832,Yashpal Singh,0,113,127,15,1,0.0,0,0,0
2664,19783,Services,8789,Nakul Harpal Verma,0,7,13,1,0,0.0,0,0,0
2664,19783,Services,8795,Suraj Yadav,0,34,28,1,2,10.0,0,71,0
2664,19783,Services,10298,Nakul Sharma,0,2,5,0,0,0.0,0,0,0
2664,19783,Services,10310,Hardik Rajeev Sethi,0,38,48,4,0,4.0,0,28,0
2664,19783,Services,10369,Lakhan Singh,0,4,4,1,0,0.0,0,0,0
2664,19783,Services,10664,Amit Pachhara,0,6,13,0,0,0.0,0,0,0
2664,19783,Services,10665,Diwesh Pathania,0,22,22,4,0,9.0,2,44,1
2664,19783,Services,10666,Raushan Raj,0,2,12,0,0,10.0,0,57,2
2664,19783,Services,11823,Vikas Yadav,0,5,7,0,0,8.0,0,50,0
2664,19783,Services,11857,Gahlaut Rahul Singh,0,64,92,6,0,0.0,0,0,0
2664,19783,Services,13583,Sagar Sharma,0,0,3,0,0,9.0,0,76,1
2664,19789,Services,1832,Yashpal Singh,0,61,78,9,0,0.0,0,0,0
2664,19794,Services,8789,Nakul Harpal Verma,0,42,66,5,0,0.0,0,0,0
2664,19794,Services,8795,Suraj Yadav,0,4,5,0,0,7.0,0,51,0
2664,19794,Services,10298,Nakul Sharma,0,13,22,0,1,0.0,0,0,0
2664,19794,Services,10310,Hardik Rajeev Sethi,0,25,42,0,1,3.0,0,20,0
2664,19794,Services,10369,Lakhan Singh,0,16,24,2,0,0.0,0,0,0
2664,19794,Services,10664,Amit Pachhara,0,12,18,2,0,0.0,0,0,0
2664,19794,Services,10665,Diwesh Pathania,0,11,10,0,1,9.4,1,43,2
2664,19794,Services,10666,Raushan Raj,0,0,0,0,0,9.0,0,49,0
2664,19794,Services,11823,Vikas Yadav,0,0,2,0,0,10.0,2,32,1
2664,19794,Services,11857,Gahlaut Rahul Singh,0,91,79,5,4,0.0,0,0,0
2664,19794,Services,13137,Arun Bamal,0,0,2,0,0,10.0,1,26,2
2664,19808,Services,8789,Nakul Harpal Verma,0,2,11,0,0,0.0,0,0,0
2664,19808,Services,9302,Soumik Chatterjee,0,8,19,2,0,0.0,0,0,0
2664,19808,Services,9635,V Tiwari,0,1,1,0,0,0.0,0,0,0
2664,19808,Services,10310,Hardik Rajeev Sethi,0,66,78,6,1,2.0,0,12,1
2664,19808,Services,10665,Diwesh Pathania,0,43,27,4,3,7.0,0,32,1
2664,19808,Services,10666,Raushan Raj,0,2,3,0,0,4.0,0,27,1
2664,19808,Services,11823,Vikas Yadav,0,2,5,0,0,4.0,0,23,2
2664,19808,Services,11857,Gahlaut Rahul Singh,0,21,51,1,0,0.0,0,0,0
2664,19808,Services,13137,Arun Bamal,0,19,47,1,0,4.0,0,19,0
2664,19808,Services,13579,Ashutosh Aman,0,27,58,4,0,2.0,0,26,0
2664,19808,Services,13592,Trivendra Kumar,1,0,0,0,0,7.5,1,58,0
2664,19810,Services,8787,Rajat Paliwal,0,23,34,1,0,0.0,0,0,0
2664,19814,Services,1832,Yashpal Singh,0,5,16,1,0,0.0,0,0,0
2664,19820,Services,8789,Nakul Harpal Verma,0,1,2,0,0,0.0,0,0,0
2664,19820,Services,9302,Soumik Chatterjee,0,54,85,6,0,0.0,0,0,0
2664,19820,Services,9635,V Tiwari,0,3,7,0,0,0.0,0,0,0
2664,19820,Services,10310,Hardik Rajeev Sethi,0,7,8,0,0,7.0,1,28,2
2664,19820,Services,10665,Diwesh Pathania,0,100,77,11,6,9.0,0,57,0
2664,19820,Services,10666,Raushan Raj,0,1,3,0,0,9.0,1,49,3
2664,19820,Services,11823,Vikas Yadav,0,18,33,1,0,6.0,0,35,2
2664,19820,Services,11857,Gahlaut Rahul Singh,0,11,9,1,0,0.0,0,0,0
2664,19820,Services,13137,Arun Bamal,0,1,3,0,0,8.0,1,28,0
2664,19820,Services,13579,Ashutosh Aman,0,34,64,2,1,2.0,0,20,0
2664,19820,Services,13592,Trivendra Kumar,0,0,9,0,0,9.0,0,47,1
2664,19833,Services,8787,Rajat Paliwal,0,76,78,6,1,1.0,0,16,0
2664,19838,Services,1832,Yashpal Singh,0,29,47,3,0,0.0,0,0,0
2664,19844,Services,8789,Nakul Harpal Verma,0,7,22,1,0,0.0,0,0,0
2664,19844,Services,9302,Soumik Chatterjee,0,52,84,4,0,0.0,0,0,0
2664,19844,Services,9635,V Tiwari,0,19,47,1,0,0.0,0,0,0
2664,19844,Services,10310,Hardik Rajeev Sethi,0,33,48,2,0,0.0,0,0,0
2664,19844,Services,10369,Lakhan Singh,0,1,4,0,0,0.0,0,0,0
2664,19844,Services,10665,Diwesh Pathania,0,8,7,2,0,5.0,0,36,1
2664,19844,Services,10666,Raushan Raj,0,20,32,2,0,3.0,1,14,0
2664,19844,Services,11823,Vikas Yadav,0,6,6,0,0,2.0,0,40,0
2664,19844,Services,11857,Gahlaut Rahul Singh,0,23,32,2,0,0.0,0,0,0
2664,19844,Services,13137,Arun Bamal,0,1,8,0,0,4.0,0,46,0
2664,19844,Services,13592,Trivendra Kumar,0,0,0,0,0,7.4,0,45,1
2664,19846,Services,8787,Rajat Paliwal,0,4,5,0,0,0.0,0,0,0
2664,19850,Services,1832,Yashpal Singh,0,110,104,13,0,0.0,0,0,0
2749,20895,Services,8787,Rajat Paliwal,0,21,47,1,0,0.0,0,0,0
2749,20895,Services,8789,Nakul Harpal Verma,0,0,2,0,0,0.0,0,0,0
2749,20895,Services,8794,Soumya Swain,0,19,22,0,0,0.0,0,0,0
2749,20895,Services,10310,Hardik Rajeev Sethi,1,0,0,0,0,0.0,0,0,0
2749,20895,Services,10664,Amit Pachhara,0,16,21,1,0,0.0,0,0,0
2749,20895,Services,10665,Diwesh Pathania,1,0,0,0,0,9.0,0,28,3
2749,20895,Services,11402,Arjun Sharma,1,0,0,0,0,9.0,0,30,1
2749,20895,Services,13117,Nitin Tanwar,1,0,0,0,0,6.0,1,11,1
2749,20895,Services,14157,Varun Choudhary,1,0,0,0,0,6.4,0,25,2
2749,20895,Services,14159,Abhishek Tiwari,1,0,0,0,0,8.0,2,15,2
2749,20895,Services,14160,R K Singh,0,48,58,4,1,0.0,0,0,0
2749,20897,Services,13579,Ashutosh Aman,1,0,0,0,0,9.0,0,31,1
2749,20899,Services,1832,Yashpal Singh,0,29,66,3,0,0.0,0,0,0
2749,20915,Services,13579,Ashutosh Aman,1,0,0,0,0,6.0,1,17,0
2749,20916,Services,1832,Yashpal Singh,1,0,0,0,0,0.0,0,0,0
2749,20926,Services,8787,Rajat Paliwal,0,52,61,2,0,0.0,0,0,0
2749,20926,Services,8789,Nakul Harpal Verma,0,60,55,9,1,0.0,0,0,0
2749,20926,Services,8794,Soumya Swain,0,7,15,1,0,0.0,0,0,0
2749,20926,Services,10310,Hardik Rajeev Sethi,0,12,17,1,0,2.0,0,17,0
2749,20926,Services,10664,Amit Pachhara,0,15,36,1,0,0.0,0,0,0
2749,20926,Services,10665,Diwesh Pathania,0,10,13,0,1,9.0,0,60,0
2749,20926,Services,11402,Arjun Sharma,0,46,56,4,0,10.0,0,60,0
2749,20926,Services,11857,Gahlaut Rahul Singh,0,15,17,0,2,0.0,0,0,0
2749,20926,Services,13117,Nitin Tanwar,0,0,2,0,0,10.0,0,39,0
2749,20926,Services,14157,Varun Choudhary,0,0,0,0,0,9.0,1,63,3
2749,20926,Services,14159,Abhishek Tiwari,0,1,4,0,0,10.0,0,73,0
2749,20942,Services,10369,Lakhan Singh,1,0,0,0,0,5.0,2,21,2
2749,20958,Services,8787,Rajat Paliwal,0,45,40,5,1,1.0,0,10,0
2749,20958,Services,8789,Nakul Harpal Verma,0,95,118,12,0,0.0,0,0,0
2749,20958,Services,8794,Soumya Swain,0,0,4,0,0,0.0,0,0,0
2749,20958,Services,10310,Hardik Rajeev Sethi,0,31,41,3,0,0.0,0,0,0
2749,20958,Services,10664,Amit Pachhara,0,9,10,2,0,0.0,0,0,0
2749,20958,Services,10665,Diwesh Pathania,1,0,0,0,0,10.0,2,42,5
2749,20958,Services,11402,Arjun Sharma,1,0,0,0,0,10.0,0,42,1
2749,20958,Services,11857,Gahlaut Rahul Singh,0,61,56,6,3,0.0,0,0,0
2749,20958,Services,13117,Nitin Tanwar,1,0,0,0,0,10.0,1,47,1
2749,20958,Services,14157,Varun Choudhary,1,0,0,0,0,9.0,0,59,0
2749,20963,Services,8787,Rajat Paliwal,0,58,55,8,1,0.0,0,0,0
2749,20963,Services,8789,Nakul Harpal Verma,0,7,15,1,0,0.0,0,0,0
2749,20963,Services,10310,Hardik Rajeev Sethi,1,0,0,0,0,0.0,0,0,0
2749,20963,Services,10668,Ravi Chauhan,0,4,13,1,0,0.0,0,0,0
2749,20963,Services,11402,Arjun Sharma,1,0,0,0,0,9.0,0,30,3
2749,20963,Services,11857,Gahlaut Rahul Singh,0,53,50,5,1,0.0,0,0,0
2749,20963,Services,13117,Nitin Tanwar,1,0,0,0,0,8.0,1,29,1
2749,20963,Services,13592,Trivendra Kumar,1,0,0,0,0,8.0,1,31,2
2749,20963,Services,13594,Nakul Sharma,1,0,0,0,0,0.0,0,0,0
2749,20963,Services,14157,Varun Choudhary,1,0,0,0,0,8.0,1,23,3
2749,20963,Services,14159,Abhishek Tiwari,1,0,0,0,0,5.0,1,15,1
2749,20970,Services,1832,Yashpal Singh,0,76,120,6,2,0.0,0,0,0
2749,20992,Services,8787,Rajat Paliwal,1,0,0,0,0,8.0,0,29,1
2749,20992,Services,8789,Nakul Harpal Verma,0,46,66,4,1,0.0,0,0,0
2749,20992,Services,10310,Hardik Rajeev Sethi,1,0,0,0,0,0.0,0,0,0
2749,20992,Services,10665,Diwesh Pathania,1,0,0,0,0,10.0,1,36,3
2749,20992,Services,10668,Ravi Chauhan,0,106,117,13,2,0.0,0,0,0
2749,20992,Services,11402,Arjun Sharma,1,0,0,0,0,9.0,0,46,1
2749,20992,Services,11857,Gahlaut Rahul Singh,0,55,48,8,1,0.0,0,0,0
2749,20992,Services,13117,Nitin Tanwar,1,0,0,0,0,8.0,0,34,1
2749,20992,Services,13594,Nakul Sharma,1,0,0,0,0,0.0,0,0,0
2749,20992,Services,14157,Varun Choudhary,1,0,0,0,0,8.0,0,42,0
2749,20992,Services,14159,Abhishek Tiwari,1,0,0,0,0,7.0,0,31,1
2749,20996,Services,13579,Ashutosh Aman,0,18,20,2,0,9.3,2,15,3
2749,20999,Services,1832,Yashpal Singh,0,102,85,13,1,0.0,0,0,0
2749,21018,Services,13579,Ashutosh Aman,0,5,6,0,0,7.0,3,7,1
2749,21020,Services,10369,Lakhan Singh,0,0,5,0,0,4.0,0,21,0
2749,21029,Services,8787,Rajat Paliwal,0,63,66,9,0,0.0,0,0,0
2749,21029,Services,8789,Nakul Harpal Verma,0,22,36,2,0,0.0,0,0,0
2749,21029,Services,10310,Hardik Rajeev Sethi,0,21,25,2,0,0.0,0,0,0
2749,21029,Services,10665,Diwesh Pathania,0,16,9,1,1,9.2,0,53,2
2749,21029,Services,10668,Ravi Chauhan,0,14,26,3,0,0.0,0,0,0
2749,21029,Services,11402,Arjun Sharma,0,5,7,0,0,10.0,1,43,4
2749,21029,Services,11857,Gahlaut Rahul Singh,0,14,19,3,0,0.0,0,0,0
