pid,name,yob,team,iscurrent
10900,Joydeep Bhattacharjee,1998,Tripura,1
10901,Rajdeep Dilipbhai Darbar,1998,Saurashtra,1
10902,Ajit Chahal,1998,Haryana,1
10903,Poonish Mehta,1998,Haryana,1
10904,Vikram Singh Rajawat,1998,Haryana,1
10905,Mumtaz Qadir,1998,Services,1
10906,Ritesh Negi,1998,Services,1
10907,Salman Faruk Khan,1998,Rajasthan,1
10909,Yathin Reddy,1998,Hyderabad,1
10910,Jaweed Ali,1998,Hyderabad,1
10913,Ankit Dabas,1998,Jharkhand,1
10914,Anshuman Gope Prasad,1998,Odisha,1
10915,Shesdeep Babu Patra,1998,Odisha,1
10916,Jafar Jamal,1998,Kerala,1
10917,Venkatesh Iyer,1998,Madhya Pradesh,1
10918,Parth Sahani,1998,Madhya Pradesh,1
10919,Shashank Singh,1998,Mumbai,1
10945,Washington Sundar,1998,Tamil Nadu,1
10947,Anmolpreet Singh,1998,Punjab,1
10948,Rahul Batham,1998,Madhya Pradesh,1
10949,Amandeep Khare,1998,Chhattisgarh,1
10952,K Khaleel Ahmed,1998,Rajasthan,1
10953,Mayank Dagar,1998,Himachal Pradesh,1
10954,Mahipal Lomror,1998,Rajasthan,1
10955,Kanishk Seth,1998,Bengal,1
10965,Umang Chugh,1998,Haryana,1
10967,Subham Nayak,1998,Odisha,1
10969,Mohsin Mufti Hussain,1998,Jammu and Kashmir,1
10974,Naushad Shaikh,1998,Maharashtra,1
10984,Vikash Singh,1998,Jharkhand,1
10987,Karthik Raman,1998,Andhra,1
10994,Prayag Bhati,1998,Maharashtra,1
11012,Abhishek Yadav,1998,Odisha,1
11014,Bikramkumar Das,1998,Tripura,1
11015,Ajoy Sarkar,1998,Tripura,1
11016,Rajat Dey,1998,Tripura,1
11017,Rajashekhar Harikant,1998,Goa,1
11019,Srinivas Fadte,1998,Goa,1
11020,Felix Alemao,1998,Goa,1
11021,Karan Patel,1998,Gujarat,1
11023,Karan Shinde,1998,AP,1
11024,Girinath Reddy,1998,Andhra,1
11025,Mrinmoy Dutta,1998,Assam,1
11027,Soaeb Tai,1998,Baroda,1
11028,Abhishek Tanwar,1998,Tamil Nadu,1
11029,Sarthak Ranjan,1998,Delhi,1
11031,Sohraab Dhaliwal,1998,Madhya Pradesh,1
11032,Ashutosh,1998,Chhattisgarh,1
11036,Gurinder Singh,1998,Tripura,1
11038,Anmol Malhotra,1998,Punjab,1
11043,Asadullah Khan,1998,Railways,1
11047,Chandrapal Singh,1998,Rajasthan,1
11054,Prerak Mankad,1998,Saurashtra,1
11062,Jatin Wadhwan,1998,Jammu and Kashmir,1
11149,Santosh Shinde,1998,Gujarat,1
11195,Shivam Dubey,1998,Mumbai,1
11307,Tushar Deshpande,1998,Mumbai,1
11308,Yuvraj Chudasama,1998,Saurashtra,1
11310,Jaskaranveer Singh Sohi,1998,CDG,1
11311,Krunal Pandya,1998,Baroda,1
11312,Hiten Dalal,1998,Delhi,1
11315,Shubham Ranjane,1998,Mumbai,1
11400,Priyanshu Khanduri,1998,Himachal Pradesh,1
11401,Ekant Sen,1998,Himachal Pradesh,1
11402,Arjun Sharma,1998,Services,1
11403,Vinay Galetiya,1998,Himachal Pradesh,1
11404,Ishan Porel,1998,Bengal,1
11422,Akash Parkar,1998,Mumbai,1
11511,Agniv Pan,1998,Bengal,1
11512,Ayan Bhattacharjee,1998,BEN,1
11516,Alok Pratap Singh,1998,Bengal,1
11577,Ganga Sridhar Raju,1998,Tamil Nadu,1
11591,S Karthik,1998,PUDUCHERRY,1
11595,Ravisrinivasan Sai Kishore,1998,Tamil Nadu,1
11612,Subramanian Anand,1998,PUDUCHERRY,1
11613,V Athisayaraj Davidson,1998,Tamil Nadu,1
11623,Hari Nishanth,1998,Tamil Nadu,1
11631,Sanjay Yadav,1998,MEGHALAYA,1
11640,Santha Moorthy,1998,PUDUCHERRY,1
11648,Shoaib Md Khan,1998,Andhra,1
11652,M Abhinav,1998,Tamil Nadu,1
11658,Krishnamoorthy Vignesh,1998,Tamil Nadu,1
11675,N Jagadeesan,1998,Tamil Nadu,1
11709,Vijay Gohil,1998,Mumbai,1
11760,Shinde,1998,Services,1
11774,Pankaj Rao,1998,Chhattisgarh,1
11775,Sahil Gupta,1998,Chhattisgarh,1
11776,Kant Singh,1998,Chhattisgarh,1
11777,Ajay Jadav Mandal,1998,Chhattisgarh,1
11779,Rishabh Tiwari,1998,Chhattisgarh,1
11780,Shakeeb Ahmed,1998,Chhattisgarh,1
11781,Shivendra Singh,1998,Chhattisgarh,1
11784,Mohammad Muddassir,1998,Hyderabad,1
11794,Mukul Raghav,1998,Madhya Pradesh,1
11796,Shivam Chauhan,1998,Haryana,1
11797,Vinod Kumar,1998,Kerala,1
11799,Gaurav Khatri,1998,Railways,1
11802,Sandeep Pattnaik,1998,Odisha,1
11804,Subhranshu Senapati,1998,Odisha,1
11805,Sumiran Amonkar,1998,Goa,1
11807,Arpit Pannu,1998,CDG,1
11808,Shubman Gill,1998,Punjab,1
11809,Dhruv Raval,1998,Gujarat,1
11813,Ruturaj Gaikwad,1998,Maharashtra,1
11816,Murtaza Trunkwala,1998,Maharashtra,1
11823,Vikas Yadav,1998,Services,1
11835,Pal Raj Bahadur,1998,Services,1
11836,Saurabh Rawat,1998,Odisha,1
11849,Amit Kuila,1998,Railways,1
11850,Sachidanand Pandey,1998,Services,1
11857,Gahlaut Rahul Singh,1998,Services,1
11861,Virender Dahiya,1998,Haryana,1
11866,Karan Thakur,1998,Railways,1
11867,Chintan Gaja,1998,Gujarat,1
11870,Vishal Kushwah,1998,Chhattisgarh,1
11892,Amitkumar Gautam,1998,Rajasthan,1
11893,Vishnu Vinod,1998,Kerala,1
11905,Aditya Dhumal,1998,Mumbai,1
11906,P C Dadhe,1998,Maharashtra,1
11909,Avnish Dhaliwal,1998,Chhattisgarh,1
11912,Rajesh Bishnoi Jr,1998,Rajasthan,1
11965,Upendra Yadav,1998,Uttar Pradesh,1
11966,Sehrawat,1998,Railways,1
11967,Abhishek Raman,1998,Bengal,1
11970,RI Thakur,1998,Himachal Pradesh,1
11971,Siddesh Wath,1998,Vidarbha,1
11974,Chauhan,1998,Saurashtra,1
11987,Pranith,1998,Andhra,1
12017,Shahnawaz Hussain,1998,Chhattisgarh,1
12023,Athif Bin Ashraf,1998,Kerala,1
12086,Abhishek Sharma,1998,Punjab,1
12087,Rahul Chahar,1998,Rajasthan,1
12088,Harvik Desai,1998,Saurashtra,1
12089,Priyam Garg,1998,Uttar Pradesh,1
12090,Ayush Jamwal,1998,Himachal Pradesh,1
12091,Salman Khan,1998,Rajasthan,1
12092,K Nagarkoti,1998,Rajasthan,1
12093,Het Patel,1998,Gujarat,1
12094,Prithvi Shaw,1998,Mumbai,1
12095,Shiva Singh,1998,Uttar Pradesh,1
12096,Yash Thakur,1998,Vidarbha,1
12164,Heramb Parab,1998,Goa,1
12253,R Kunnummal,1998,Kerala,1
12305,Riyan Parag,1998,Assam,1
12306,Jitumoni Kalita,1998,Assam,1
12309,Telukupalli Ravi Teja,1998,Hyderabad,1
12312,Anshul Tripathi,1998,Madhya Pradesh,1
12316,Sharad Lumba,1998,Punjab,1
12322,Shubham Agarwal,1998,Chhattisgarh,1
12323,Omkar Verma,1998,Chhattisgarh,1
12328,Manish Rao,1998,Railways,1
12329,Ankit Kaushik,1998,Himachal Pradesh,1
12330,Ashok Bhudania,1998,Rajasthan,1
12331,Divya Pratap Singh,1998,Rajasthan,1
12332,Tajinder Singh,1998,Rajasthan,1
12337,Ramandeep Singh,1998,Punjab,1
12338,Nikhil Chaudhary,1998,Punjab,1
12340,Vivekanand Tiwari,1998,Jharkhand,1
12344,Anukul Roy,1998,Jharkhand,1
12345,Shivam Mavi,1998,Uttar Pradesh,1
12346,Deepak Dogra,1998,Jammu and Kashmir,1
12359,Shivam Bhambri,1998,CDG,1
12365,Aman Kumar,1998,Haryana,1
12373,Karan Sharma,1998,Railways,1
12443,Shubham Thakur,1998,Chhattisgarh,1
12445,Chirag Parmar,1998,Gujarat,1
12452,Abhijeet Garg,1998,Punjab,1
12460,Rahul Singh,1998,Assam,1
12467,Dheeraj Kumar,1998,Himachal Pradesh,1
12493,Abhishek Gupta,1998,Punjab,1
12503,Gaurav Puri,1998,CDG,1
12537,Anuj Chaprana,1998,Haryana,1
12620,Goswami,1998,Uttar Pradesh,1
12623,Daryl Ferrario,1998,Kerala,1
12624,Harsh Tyagi,1998,Railways,1
12625,Sijomon Joseph,1998,Kerala,1
12627,Mayank Markande,1998,Punjab,1
12629,Saurabh Singh,1998,Bengal,1
12630,Utkarsh Singh,1998,Jharkhand,1
12638,Shivan Malhotra,1998,Mumbai,1
12640,Pratham Singh,1998,Railways,1
12641,Shelley Shaurya,1998,MANIPUR,1
12643,Kulwant Khejroliya,1998,Delhi,1
12644,Agnivesh Ayachi,1998,Saurashtra,1
12645,Abrar Kalim Shaikh,1998,Saurashtra,1
12647,Ashav Panchal,1998,Gujarat,1
12648,Dasari Chaitanya,1998,Andhra,1
12649,SK Kamaruddin,1998,Andhra,1
12650,Rohit Rayudu,1998,Hyderabad,1
12651,Akash Yadav,1998,Railways,1
12652,Joydeep Banik,1998,Tripura,1
12653,Abhishek Vivek Chaurasia,1998,Vidarbha,1
12654,Dwaipayan Bhattacharjee,1998,Tripura,1
12655,Rushabh Rathod,1998,Vidarbha,1
12656,Mitan Debbarma,1998,Tripura,1
12658,Devnarayan Kumar,1998,Tripura,1
12659,Sujit Lenka,1998,Odisha,1
12660,Abhijit Salvi,1998,Services,1
12661,Rajkishan Patel,1998,Odisha,1
12662,Vipin Singh,1998,Services,1
12663,Debabrata Pradhan,1998,Odisha,1
12664,Aravind Singh,1998,Odisha,1
12665,Anshuman Singh,1998,Jammu and Kashmir,1
12666,Vishwajeet Singh,1998,Jammu and Kashmir,1
12667,Malik Shirur,1998,Goa,1
12669,Suyash Prabhudessai,1998,Goa,1
12670,Rohit Dhruw,1998,Chhattisgarh,1
12672,Krishnakumar,1998,Kerala,1
12673,Pramod Yadav,1998,Rajasthan,1
12683,Mohit Handa,1998,Punjab,1
12684,Krishna Kumar,1998,Kerala,1
12689,Siva charan singh,1998,Andhra,1
12690,AP Yadav,1998,Railways,1
12691,Vinayak Bhoir,1998,Mumbai,1
12692,Amit Rana,1998,Haryana,1
12695,Prayas Singh,1998,Odisha,1
12779,Darshan Nalkande,1998,Vidarbha,1
12813,Abhijeet Tomar,1998,Rajasthan,1
12841,Yash Kothari,1998,Rajasthan,1
12926,Varun Chakravathi,1998,Tamil Nadu,1
13088,Devdutt Padikkal,1998,Karnataka,1
13113,Yarra Prithviraj,1998,Andhra,1
13115,Ponnam Rahul,1998,Kerala,1
13117,Nitin Tanwar,1998,Services,1
13130,Mitesh Patel,1998,Baroda,1
13131,Boddupalli Amit,1998,Bengal,1
13133,Nazim Siddiqui,1998,Jharkhand,1
13135,Anuj Rawat,1998,Delhi,1
13136,Kartik Tyagi,1998,Uttar Pradesh,1
13137,Arun Bamal,1998,Services,1
13145,Siddharth Desai,1998,Gujarat,1
13164,Santanu Mishra,1998,Odisha,1
13174,KC Akshay,1998,Kerala,1
13184,Mukesh Choudhary,1998,Maharashtra,1
13217,Arshdeep Singh,1998,Punjab,1
13230,Aditya Thakare,1998,Vidarbha,1
13235,Atharva taide,1998,Vidarbha,1
13250,Ninad Rathva,1998,Baroda,1
13252,Lalit Yadav,1998,Delhi,1
13254,SK Sharma,1998,Rajasthan,1
13262,Shubham Sharma,1998,Madhya Pradesh,1
13263,Aryaman Birla,1998,Madhya Pradesh,1
13264,Abhishek Thakuri,1998,Assam,1
13266,Saaketh Sairam,1998,Hyderabad,1
13268,Vaibhav Govekar,1998,Goa,1
13388,Aryan Juyal,1998,Uttar Pradesh,1
13476,Urvil Patel,1998,Baroda,1
13477,Sumanta Gupta,1998,Bengal,1
13478,Ritwik Chowdhury,1998,BEN,1
13481,Kshitij Patel,1998,Gujarat,1
13483,KM Asif,1998,Kerala,1
13485,Divyang Himganekar,1998,Maharashtra,1
13486,Shyam Gon,1998,Tripura,1
13488,Rajesh Dhuper,1998,Odisha,1
13489,Debasish Samantray,1998,Odisha,1
13490,Shashank Chandraker,1998,Chhattisgarh,1
13493,Vishvaraj Jadeja,1998,Saurashtra,1
13494,Chetan Sakariya,1998,Saurashtra,1
13496,Shams Mulani,1998,Mumbai,1
13497,Ashutosh Sharma,1998,Madhya Pradesh,1
13506,Vijesh Prabhudessai,1998,Goa,1
13509,Sanvir Singh,1998,Punjab,1
13516,Romario Sharma,1998,Assam,1
13520,Sudhesan Midhun,1998,Kerala,1
13528,Atul Singh Surwar,1998,Jharkhand,1
13534,Mohsin Khan,1998,Uttar Pradesh,1
13541,Dhrumil Matkar,1998,Mumbai,1
13549,Manzoor Dar,1998,Jammu and Kashmir,1
13575,PS Chaitanya Reddy,1998,Hyderabad,1
13577,Ajay Rohera,1998,Madhya Pradesh,1
13579,Ashutosh Aman,1998,Services,1
13580,Atharva Kale,1998,Maharashtra,1
13581,Jay Pande,1998,Maharashtra,1
13583,Sagar Sharma,1998,Services,1
13584,S Ashish,1998,Andhra,1
13585,Sanidhya Hurkat,1998,Chhattisgarh,1
13586,Sahban Khan,1998,Chhattisgarh,1
13587,Ishtiaq Elahi,1998,Jammu and Kashmir,1
13592,Trivendra Kumar,1998,Services,1
13594,Nakul Sharma,1998,Services,1
13595,Shiva Chouhan,1998,Rajasthan,1
13598,Fazil Rashid,1998,Jammu and Kashmir,1
13599,Neelambuj Vats,1998,Tripura,1
13600,A Nagwaswalla,1998,Gujarat,1
13601,Kathan D Patel,1998,Gujarat,1
13602,Rahul V Shah,1998,Gujarat,1
13604,Puneet Kumar,1998,Jammu and Kashmir,1
13605,Abhinav Tandel,1998,Gujarat,1
13606,Sanjeet Desai,1998,Chhattisgarh,1
13607,Mukhtar Hussain,1998,Assam,1
13608,Fazil Fanoos,1998,Kerala,1
13609,Prithvi Singh,1998,Railways,1
13614,Sanjay Dhull,1998,Haryana,1
13615,Shubham Agarwal,1998,Uttar Pradesh,1
13616,Shanu Saini,1998,Uttar Pradesh,1
13619,Prashant Kore,1998,Maharashtra,1
13862,D Rohit,1998,PUDUCHERRY,1
13908,Mohit Jangra,1998,Uttar Pradesh,1
13914,Atharwa Taide,1998,Vidarbha,1
13939,Ajay Dev Goud,1998,Hyderabad,1
13940,Yashasvi Jaiswal,1998,Mumbai,1
14037,TM Ul-Haq,1998,Rajasthan,1
14040,Govindaraajan,1998,PUDUCHERRY,1
14041,Iqlas Naha,1998,PUDUCHERRY,1
14042,Madhavan Manohar,1998,PUDUCHERRY,1
14043,Vikneshwaran Marimuthu,1998,PUDUCHERRY,1
14044,Ashith Sanganakal,1998,PUDUCHERRY,1
14045,Shashank Singh,1998,PUDUCHERRY,1
14046,Sarag Udheshi,1998,PUDUCHERRY,1
14049,Anunay Singh,1998,BIHAR,1
14050,Babur Kumar,1998,BIHAR,1
14051,Eshaan Ravi,1998,BIHAR,1
14052,Anshuman Gautam,1998,BIHAR,1
14053,Diwan Khan,1998,BIHAR,1
14054,MD Rahmatullah,1998,BIHAR,1
14055,Manish Rai,1998,BIHAR,1
14056,Vikash Ranjan,1998,BIHAR,1
14057,Rohit Raj,1998,BIHAR,1
14059,Kundan Sharma,1998,BIHAR,1
14060,Ashish Sinha,1998,BIHAR,1
14061,Gaurav Singh,1998,MIZORAM,1
14062,Lalhmangaiha,1998,MIZORAM,1
14063,Lalnuntluanga,1998,MIZORAM,1
14064,Lalrempuia,1998,MIZORAM,1
14065,Lalhruaimawia Ralte,1998,MIZORAM,1
14066,K Vanlalruata,1998,MIZORAM,1
14067,Zorinliana,1998,Mizoram,1
14068,Saidingliana Sailo,1998,MIZORAM,1
14069,C Lalrinsanga,1998,MIZORAM,1
14070,Michael Lalremkima,1998,MIZORAM,1
14071,R Lalnunkima,1998,MIZORAM,1
14072,G Lalbiakvela,1998,MIZORAM,1
14073,Techi Doria,1998,ARUNACHALPRADESH,1
14074,Techi Neri,1998,ARUNACHALPRADESH,1
14075,Momar Ori,1998,ARUNACHALPRADESH,1
14076,Takar Paja,1998,ARUNACHALPRADESH,1
14077,Utsav Pankaj,1998,ARUNACHALPRADESH,1
14078,Akhilesh Sahani,1998,ARUNACHALPRADESH,1
14079,Samrath Seth,1998,ARUNACHALPRADESH,1
14080,Sams Alam,1998,ARUNACHALPRADESH,1
14081,Myendung Singpho,1998,ARUNACHALPRADESH,1
14082,Song Tacho,1998,ARUNACHALPRADESH,1
14083,Licha Tehi,1998,ARUNACHALPRADESH,1
14084,Sandeep Thakur,1998,ARUNACHALPRADESH,1
14085,Kamsha Yangfo,1998,ARUNACHALPRADESH,1
14086,Tana David,1998,ARUNACHALPRADESH,1
14087,Bhusan Subba,1998,SIKKIM,1
14088,Mendup Bhutia,1998,SIKKIM,1
14089,Bijay Subba,1998,SIKKIM,1
14091,Faizan Khan,1998,SIKKIM,1
14092,Binod Gupta,1998,SIKKIM,1
14093,Nilesh Lamichaney,1998,SIKKIM,1
14094,Lee Yong Lepcha,1998,SIKKIM,1
14095,Padam limboo,1998,SIKKIM,1
14096,Bikash Pradhan,1998,SIKKIM,1
14097,Amosi Rai,1998,SIKKIM,1
14098,Ajay Shrestha,1998,SIKKIM,1
14099,Som Lepcha,1998,SIKKIM,1
14100,Plazor Tamang,1998,SIKKIM,1
14101,Asish Thapa,1998,SIKKIM,1
14102,Vaibhav Bhatt,1998,UTTARAKHAND,1
14103,Saurabh Chauhan,1998,UTTARAKHAND,1
14104,Dhanraj Sharma,1998,UTTARAKHAND,1
14105,Deepak Dhapola,1998,UTTARAKHAND,1
14106,Vijay Jethi,1998,UTTARAKHAND,1
14107,Karnaveer,1998,UTTARAKHAND,1
14108,Mayank Mishra,1998,UTTARAKHAND,1
14109,Vaibhav Singh,1998,UTTARAKHAND,1
14110,Arya Saithi,1998,UTTARAKHAND,1
14111,Shubham Saundiyal,1998,UTTARAKHAND,1
14112,Sunny Rana,1998,UTTARAKHAND,1
14113,Toni Chishi,1998,NAGALAND,1
14114,Imliwati Lemtur,1998,NAGALAND,1
14115,Nitesh Lochab,1998,NAGALAND,1
14116,Ravi Maurya,1998,NAGALAND,1
14117,Oren Ngullie,1998,NAGALAND,1
14118,Sedezhalie Rupero,1998,NAGALAND,1
14119,Paras Sehrawat,1998,NAGALAND,1
14120,Tahmeed Rahman,1998,NAGALAND,1
14122,Mughavi Wotsa,1998,NAGALAND,1
14123,Inakato Zhimomi,1998,NAGALAND,1
14124,Raj Biswa,1998,MEGHALAYA,1
14125,Mark Ingty,1998,MEGHALAYA,1
14126,Jason Lamare,1998,MEGHALAYA,1
14127,Sylvester Mylliempdah,1998,MEGHALAYA,1
14128,Abhay Negi,1998,MEGHALAYA,1
14129,Wallambok Nonngkhlaw,1998,MEGHALAYA,1
14130,Bablu Passah,1998,MEGHALAYA,1
14131,Chengkam Sangma,1998,MEGHALAYA,1
14132,Dipu Sangma,1998,MEGHALAYA,1
14133,Amiangshu Sen,1998,MEGHALAYA,1
14134,Rajesh Tati,1998,MEGHALAYA,1
14135,Hrithik Kanojia,1998,MANIPUR,1
14136,Bishworjit Konthoujam,1998,MANIPUR,1
14137,Kabrambam Meitei,1998,MANIPUR,1
14138,Lakan Rawat,1998,MANIPUR,1
14139,Chingangbam Singh,1998,MANIPUR,1
14140,Kangabam Singh,1998,MANIPUR,1
14141,Nungleppam Singh,1998,MANIPUR,1
14142,Pukhrambam Singh,1998,MANIPUR,1
14143,Rajkumar Singh,1998,MANIPUR,1
14144,Sagatpam Singh,1998,MANIPUR,1
14145,Thoudam Singh,1998,MANIPUR,1
14146,Somorjit Salam,1998,MANIPUR,1
14147,Sultan Karim,1998,MANIPUR,1
14150,Akhil Rajput,1998,MIZORAM,1
14151,Mandar Bhandari,1998,Maharashtra,1
14157,Varun Choudhary,1998,Services,1
14159,Abhishek Tiwari,1998,Services,1
14160,R K Singh,1998,Services,1
14161,Bikramjit Debnath,1998,Tripura,1
14162,Manish Golamaru,1998,Andhra,1
14163,Simarjeet Singh,1998,Delhi,1
14164,Kanwar Singh Chohan,1998,Odisha,1
14165,Papu Roy,1998,Odisha,1
14167,Rajesh Mohanty,1998,Odisha,1
14168,Prayas Barman,1998,Bengal,1
14169,Sahabaz Ahmed,1998,Bengal,1
14172,Yash Dayal,1998,Uttar Pradesh,1
14173,Saiju Titus,1998,PUDUCHERRY,1
14174,B Ranjit,1998,PUDUCHERRY,1
14175,Arun Chaprana,1998,Haryana,1
14176,Prabhakaran Gopalakrishnan,1998,PUDUCHERRY,1
14177,Narayanan,1998,PUDUCHERRY,1
14179,Aqib Nabi,1998,Jammu and Kashmir,1
14180,Ashay Palkar,1998,Maharashtra,1
14181,Arun,1998,NAGALAND,1
14182,Bibek,1998,SIKKIM,1
14183,Jaymin Chauhan,1998,Gujarat,1
14186,Hemang Patel,1998,Gujarat,1
14190,Kumar Kartikeya,1998,Madhya Pradesh,1
14192,Yash Dubey,1998,Madhya Pradesh,1
14193,Rajat Goel,1998,Uttar Pradesh,1
14194,Krishna Palai,1998,Odisha,1
14254,Simran Singh,1998,Punjab,1
14260,Sabir Khan,1998,BIHAR,1
14261,Treyaksh Bali,1998,Haryana,1
14264,Mohmad Ajrudeen,1998,Himachal Pradesh,1
14270,Magendiran Chinnadurai,1998,PUDUCHERRY,1
14271,Vishamber Kahlon,1998,Goa,1
14274,Rasikh Salam,1998,Jammu and Kashmir,1
14275,Ninad Kadam,1998,Tripura,1
14288,Kumar Mridul,1998,BIHAR,1
14289,Akshay Jain,1998,PUDUCHERRY,1
14290,Sai Karthik,1998,PUDUCHERRY,1
14292,Jitender,1998,MANIPUR,1
14293,Kartik,1998,UTTARAKHAND,1
14294,Lakshay,1998,Delhi,1
14295,Aishwarya Mourya,1998,Chhattisgarh,1
14296,Ankush Singh,1998,Madhya Pradesh,1
14297,Sharun Kumar,1998,Tamil Nadu,1
14301,Vijay Bharti,1998,BIHAR,1
14325,Aditya Singhania,1998,MEGHALAYA,1
14331,Chitiz Tamang,1998,SIKKIM,1
14333,Neelam Obi,1998,ARUNACHALPRADESH,1
14336,Kuldeep Sen,1998,Madhya Pradesh,1
14338,Madhav Kaushik,1998,Uttar Pradesh,1
14339,Moia,1998,MIZORAM,1
14352,Lalhruaizela,1998,MIZORAM,1
14354,Thokchom Kishan,1998,MANIPUR,1
14383,Arpit Guleria,1998,Himachal Pradesh,1
14385,Kunwar Bidhuri,1998,Delhi,1
14403,Utkarsh Bhaskar,1998,BIHAR,1
14409,Vikrant Rajput,1998,Railways,1
14410,Swarajeet Das,1998,MEGHALAYA,1
14416,Dinesh Rai,1998,SIKKIM,1
14420,Vivek Kumar,1998,BIHAR,1
14438,Ankit Kumar,1998,Haryana,1
14440,Bobby Zothansanga,1998,MIZORAM,1
14467,Qamran Iqbal,1998,Jammu and Kashmir,1
14468,Mangal Mahrour,1998,Railways,1
14504,Tilak Varma,1998,Hyderabad,1
14508,Ahmed Shah,1998,MANIPUR,1
14518,Tashi Bhalla,1998,SIKKIM,1
14521,Aditya Kumar,1998,BIHAR,1
14526,Lavin Coster,1998,Chhattisgarh,1
14548,Avneesh Sudha,1998,UTTARAKHAND,1
14606,Shahbaz Ahmed,1998,BEN,1
14607,Jamalpur Mallikarjun,1998,Hyderabad,1
14613,Damodaren Rohit,1998,PUDUCHERRY,1
14619,K Lalhmingmawia,1998,MIZORAM,1
14621,Parvez Ahmed,1998,MIZORAM,1
14623,Hrishikesh Tamuli,1998,Assam,1
14625,Tejas Patel,1998,Gujarat,1
14628,Abdul Samad,1998,Jammu and Kashmir,1
14629,Mujtaba Yousuf,1998,Jammu and Kashmir,1
14632,Ankit Maini,1998,Himachal Pradesh,1
14650,Sumit Kumar,1998,Haryana,1
14651,Yashu Sharma,1998,Haryana,1
14653,Larry Sangma,1998,MEGHALAYA,1
14659,Ravi Bishnoi,1998,Rajasthan,1
14662,Lamabam Singh,1998,MANIPUR,1
14663,Abhishek Bhandari,1998,Madhya Pradesh,1
14666,Azim Kazi,1998,Maharashtra,1
14669,Swastik Samal,1998,Odisha,1
14671,Rishabh Chouhan,1998,Madhya Pradesh,1
14672,Ankit Chaudhary,1998,Uttar Pradesh,1
14683,Amatea,1998,MIZORAM,1
14688,Arjun Azad,1998,CDG,1
14712,Shantanu Mishra,1998,Odisha,1
14726,Akash Deep,1998,BEN,1
14997,Shashank Attarde,1998,Mumbai,1
15483,Roshan Alam,1998,Assam,1
15484,Sagar Udeshi,1998,PUDUCHERRY,1
15485,Akash Choudhary,1998,MEGHALAYA,1
15486,Soyeb Sopariya,1998,Baroda,1
15487,Kamlesh Kumar,1998,BIHAR,1
15488,Nikku Singh,1998,BIHAR,1
15489,Rohan Kumar,1998,BIHAR,1
15490,Sachin Kumar,1998,BIHAR,1
15491,Vikash Yadav,1998,BIHAR,1
15492,Aosashi Longchar,1998,NAGALAND,1
15493,Nagaho Chishi,1998,NAGALAND,1
15494,Tejosel Yiethun,1998,NAGALAND,1
15496,Al Bashid Muhammed,1998,MANIPUR,1
15497,Johnson Singh,1998,MANIPUR,1
15498,Karkir Taye,1998,ARUNACHALPRADESH,1
15499,Langlonyamba Keishangbam,1998,MANIPUR,1
15500,Lobsang Pandan,1998,ARUNACHALPRADESH,1
15501,Ronald Longjam,1998,MANIPUR,1
15502,Sumit Lamba,1998,MIZORAM,1
15503,Shashwat Kohli,1998,ARUNACHALPRADESH,1
15504,Thomas Moirangthem,1998,MANIPUR,1
15506,Lalruatdika,1998,MIZORAM,1
15507,Karnajit Yumnam,1998,MANIPUR,1
15508,Uvais Ahmad,1998,ARUNACHALPRADESH,1
15511,T Sangma,1998,MEGHALAYA,1
15512,Abhimanyu Rajput,1998,Baroda,1
15515,Manan Hingrajia,1998,Gujarat,1
15516,Ripal Patel,1998,Gujarat,1
15517,Nitesh Gupt,1998,SIKKIM,1
15518,Anirudh Kanwar,1998,CDG,1
15519,Preet Kamal,1998,CDG,1
15520,Dinesh Mor,1998,Railways,1
15521,Aditya sethi,1998,UTTARAKHAND,1
15522,Ashish Chaudhary,1998,UTTARAKHAND,1
15523,Shubham Desai,1998,Goa,1
15525,Shubham Kumar Singh,1998,Jharkhand,1
15526,Pinninti Tapaswi,1998,AP,1
15527,Himanshu Sangwan,1998,Railways,1
15528,Abid Mushtaq,1998,Jammu and Kashmir,1
15529,Pradeep Chamoli,1998,UTTARAKHAND,1
15585,Moakumzuk Tzudir,1998,NAGALAND,1
15589,Ananta Saha,1998,Railways,1
15592,Amlanjyoti Paresh Das,1998,Assam,1
15593,Ajay Singh,1998,MANIPUR,1
15594,S Gani,1998,BIHAR,1
15595,Shivam Kumar,1998,BIHAR,1
15598,Vayu Haralu,1998,NAGALAND,1
15616,Dhrushant Soni,1998,Railways,1
15617,AA Sinha,1998,Tripura,1
15620,Vipul Krishna,1998,BIHAR,1
15641,Niia,1998,ARUNACHALPRADESH,1
15648,Chiranjivi Kumar,1998,BIHAR,1
15649,Tunish Sawkar,1998,Goa,1
15650,Sandeep Yadav,1998,Railways,1
15651,Tanush Gusain,1998,UTTARAKHAND,1
15652,Temjentoshi,1998,NAGALAND,1
15653,WL Kynshi,1998,MEGHALAYA,1
15656,Vijay Singh,1998,Delhi,1
